.scenario.id,.at,hiv.test.rate_1,hiv.test.rate_2,hiv.test.rate_3,tx.init.rate_1,tx.init.rate_2,tx.init.rate_3
test_0.25_treat_0.25,3901,6.968061119731837e-4,6.200623551916505e-4,6.200623551916505e-4,0.0960931150126651,0.12717135308066632,0.1177260764606941
test_0.25_treat_1,3901,6.968061119731837e-4,6.200623551916505e-4,6.200623551916505e-4,0.298361113628911,0.368208639586171,0.347998730409527
test_0.25_treat_4,3901,6.968061119731837e-4,6.200623551916505e-4,6.200623551916505e-4,0.629758295462202,0.699808239182708,0.681016397002885
test_1_treat_0.25,3901,0.0027814101371423402,0.0024756442593364195,0.0024756442593364195,0.0960931150126651,0.12717135308066632,0.1177260764606941
test_1_treat_1,3901,0.0027814101371423402,0.0024756442593364195,0.0024756442593364195,0.298361113628911,0.368208639586171,0.347998730409527
test_1_treat_4,3901,0.0027814101371423402,0.0024756442593364195,0.0024756442593364195,0.629758295462202,0.699808239182708,0.681016397002885
test_4_treat_0.25,3901,0.011033573865970208,0.009829573456051085,0.009829573456051085,0.0960931150126651,0.12717135308066632,0.1177260764606941
test_4_treat_1,3901,0.011033573865970208,0.009829573456051085,0.009829573456051085,0.298361113628911,0.368208639586171,0.347998730409527
test_4_treat_4,3901,0.011033573865970208,0.009829573456051085,0.009829573456051085,0.629758295462202,0.699808239182708,0.681016397002885
